Brand,Polish Name,Pinterest,Description,Type,Swatch Wheel,Swatch Color,Swatch Num,Coats,Tried,Gift,Notes
Emerald and Ash,T'aillure,,Bold Purple with Blue Microflakes,Shimmer,Purple 201,Purple,201,3,,,"Miss you, Mom <3"
Emerald and Ash,Titty Sprinkles,http://www.pinterest.com/pin/15058979979241791/,Lavender and Copper Flakies,Flakie,Purple 92,Purple,92,2,Yes,,
Enchanted Polish,2 AM Summer Night,,Dark Purple to Pink Multichrome,Multichrome,Purple 158,Purple,158,2,,,
Enchanted Polish,A Little Fishy Told Me,,Light Blue Green Holo,Holo,Green 35,Green,35,2,,,
Enchanted Polish,Across The Universe,http://www.pinterest.com/pin/15058979977755144/,Blue Multichrome,Multichrome,Blue 60,Blue,60,3,Yes,,
Enchanted Polish,Alicorn,,Grey Lavender Holo,Holo,Grey 32,Grey,32,2,,,
Enchanted Polish,All Love Garden,http://www.pinterest.com/pin/15058979978690793/,Forest/Olive Green Holo,Holo,Green 5,Green,5,2,,,
Enchanted Polish,Amazing,https://www.pinterest.com/pin/15058979979225017/,Silver Flakies ,Flakie,Grey 41,Grey,41,2,,,
Enchanted Polish,13-Apr,http://www.pinterest.com/pin/15058979977755145/,Purple Holo,Holo,Purple 24,Purple,24,3,Yes,,
Enchanted Polish,14-Apr,,Light Periwinkle Holo,Holo,Blue 207,Blue,207,2,,,
Enchanted Polish,15-Apr,https://www.pinterest.com/pin/15058979981116635/,Light Light Pink Holo,Holo,Pink 1,Pink,1,2,,,
Enchanted Polish,16-Apr,,Coral Shimmer,Shimmer,Orange 5,Orange,5,2,,,
Enchanted Polish,17-Apr,,Pink Holo,Holo,Pink 89,Pink,89,2,,,
Enchanted Polish,13-Aug,,Blue Holo with Shimmer,Holo,Blue 81,Blue,81,2,,,
Enchanted Polish,14-Aug,http://www.pinterest.com/pin/15058979980070865/,Blue Multichrome,Multichrome,Blue 193,Blue,193,2,,,
Enchanted Polish,15-Aug,https://www.pinterest.com/pin/15058979981116639/,Purple Holo,Holo,Purple 146,Purple,146,2,,,
Enchanted Polish,16-Aug,,Nude with an Orange Shimmer,Shimmer,Brown 19,Brown,19,2,,,
Enchanted Polish,17-Aug,,Grey Holo with a Gold Flash,Holo,Grey 11,Grey,11,2,,,
Enchanted Polish,Austin Powers,,Nude Holo Glitter,Glitter,Glitter 44,Glitter,44,1,,,
Enchanted Polish,Autumn,https://www.pinterest.com/pin/15058979979502269/,Brown with a Pink Flash Holo,Holo,Brown 6,Brown,6,2,,,
Enchanted Polish,Awesomeness,http://www.pinterest.com/pin/15058979977755143/,Purple Holographic,Holo,Purple 161,Purple,161,3,,Y,Deb is awesome. 
Enchanted Polish,Ballerina Sprinkles,,Light Blue Holo,Holo,Blue 73,Blue,73,2,,,
Enchanted Polish,Bathwater,,Blue Holo,Holo,Blue 151,Blue,151,2,,,
Enchanted Polish,Bewitched,,Denim Blue Holo,Holo,Blue 137,Blue,137,2,,,
Enchanted Polish,Black Cherry Opal,,Cherry Holo with Multicolor Glitter,Holo,Red 79,Red,79,2,,,
Enchanted Polish,Blackberry Jam,,Dark Purple Creme,Creme,Purple 30,Purple,30,2,,,
Enchanted Polish,Bonjour Paris,http://www.pinterest.com/pin/15058979978562453/,Purple to Orange Multichrome Glitter,Glitter,Glitter 85,Glitter,85,1,,,
Enchanted Polish,Boysenberry Syrup,,Berry Pink Creme,Creme,Pink 8,Pink,8,2,,,
Enchanted Polish,Bruised Nutcracker,,Blurple Holo,Holo,Blue 100,Blue,100,2,,,
Enchanted Polish,Bubbles,,Light Blue Holo,Holo,Blue 232,Blue,232,2,,,
Enchanted Polish,Candied Opal,,Berry Pink Jelly with Multicolor Glitter,Crelly,Pink 78,Pink,78,2,,,
Enchanted Polish,Candy Apple,,Reddish Pinkish Creme,Creme,Red 15,Red,15,2,,,
Enchanted Polish,Castle On A Cloud,http://www.pinterest.com/pin/15058979979241708/,Purple to Pink Shimmer Topper,Shimmer,Glitter 87,Glitter,87,1,Yes,,
Enchanted Polish,Charmed,,Mint Green Holo,Holo,Green 61,Green,61,2,,,
Enchanted Polish,Chim-Chimney,,Slate Grey Holo,Holo,Grey 33,Grey,33,2,,,
Enchanted Polish,Christmas in July,,Berry Pink Holo with Blue Microglitter,Holo,Pink 75,Pink,75,2,,,
Enchanted Polish,Ciao Milano,http://www.pinterest.com/pin/15058979978562449/,Green to Purple Multichrome Glitter,Glitter,Glitter 83,Glitter,83,1,Yes,,
Enchanted Polish,Congratulations,https://www.pinterest.com/pin/15058979981116647/,Red Multichrome Holo,Holo,Red 9,Red,9,3,,,
Enchanted Polish,Cotton Candy Taffy,,Light Blue Creme,Creme,Blue 64,Blue,64,2,,,
Enchanted Polish,Cranberry Cosmo,,Berry Pink Holo,Holo,Pink 38,Pink,38,2,,,
Enchanted Polish,Dark Fantasy,,Dark Blurple Holo,Holo,Purple 75,Purple,75,2,,,
Enchanted Polish,Daydream,https://www.pinterest.com/pin/15058979981116650/,Mint Green Holo,Holo,Green 34,Green,34,2,,,
Enchanted Polish,Daydream Surprise,,Red and Iridescent Glitter Mix,Glitter,Glitter 4,Glitter,4,1,,,
Enchanted Polish,12-Dec,,Fuchsia Holo,Holo,Purple 160,Purple,160,2,,,
Enchanted Polish,13-Dec,,Nude Holo,Holo,Brown 10,Brown,10,2,,,
Enchanted Polish,14-Dec,http://www.pinterest.com/pin/15058979980070863/,Blue Holo with Shimmer,Holo,Blue 212,Blue,212,3,,,
Enchanted Polish,15-Dec,,Forest Green Holo,Holo,Green 3,Green,3,2,,,
Enchanted Polish,Decmber 2016,,Burnt Orange Shimmer,Shimmer,Orange 12,Orange,12,2,,,
Enchanted Polish,Desert Night Sky,,Blurple with Holo Shimmer,Holo,Purple 221,Purple,221,2,,,
Enchanted Polish,Desert Sunset,,Coral Holo,Holo,Orange 14,Orange,14,2,,,
Enchanted Polish,Dexter,,Black and Red Glitter,Glitter,Glitter 47,Glitter,47,1,,,
Enchanted Polish,Dime Piece,http://www.pinterest.com/pin/15058979979241706/,Silver Holo,Holo,Grey 28,Grey,28,2,Yes,,SUPER HOLO
Enchanted Polish,Disco Barbie,,Hot Pink Holo,Holo,Pink 29,Pink,29,2,,,
Enchanted Polish,Disco H2O,,Teal Green Holo,Holo,Teal 10,Teal,10,2,,,
Enchanted Polish,Djinn in a Bottle,http://www.pinterest.com/pin/15058979977755147/,Holo Top Coat,Holo,Glitter 101,Glitter,101,1,Yes,,"Dream holo topcoat, clearly in a bottle. :P"
Enchanted Polish,Dom,,Gold Glitter Shimmer,Shimmer,Glitter 59,Glitter,59,1,,,
Enchanted Polish,Dope Jam,,Hot Pink Holo,Holo,Pink 63,Pink,63,2,,,
Enchanted Polish,Dragon,https://www.pinterest.com/pin/15058979981116652/,Red to Gold Multichrome Flakie,Multichrome Flakie,Glitter 118,Glitter,118,2,,,
Enchanted Polish,Dragon Egg,,Berry Jelly Holo with Multichrome Flakes,Flakie,Pink 68,Pink,68,2,,,
Enchanted Polish,Dragon Spit,,Reddish Orangish Holo,Holo,Red 25,Red,25,2,,,
Enchanted Polish,Dream On,https://www.pinterest.com/pin/15058979979224988/,Plum Holo,Holo,Purple 72,Purple,72,2,Yes,,
Enchanted Polish,Ectoplasm,,Bright Green Creme,Creme,Green 30,Green,30,2,,,
Enchanted Polish,Electric Feel,http://www.pinterest.com/pin/15058979977755141/,Green/Yellow Holochrome,Holochrome,Green 17,Green,17,2,Yes,,
Enchanted Polish,Engineered To Destroy,http://www.pinterest.com/pin/15058979978545763/,Darkened Teal Holo with Pink Flash,Holo,Teal 12,Teal,12,2,,,One of the most unique polishes I own
Enchanted Polish,Entwined,https://www.pinterest.com/pin/15058979981116656/,Red Purple Holo Multichrome,Multichrome,Purple 124,Purple,124,2,,,
Enchanted Polish,Faerydae,,Pink Holo,Holo,Pink 36,Pink,36,3,,,
Enchanted Polish,Fairy,https://www.pinterest.com/pin/15058979981116659/,Purple Multichrome Holo Flakie,Multichrome Flakie,Glitter 96,Glitter,96,2,,,
Enchanted Polish,Faux Beau,,Light Green Holo with Microglitter,Holo,Green 51,Green,51,2,,,
Enchanted Polish,13-Feb,,Purple to Pink Multichrome Holo,Holo,Purple 120,Purple,120,2,,,
Enchanted Polish,14-Feb,https://www.pinterest.com/pin/15058979979502262/,Deep Pink Holo,Holo,Pink 17,Pink,17,2,,,
Enchanted Polish,15-Feb,https://www.pinterest.com/pin/15058979981116668/,Juicy Red Holo,Holo,Red 5,Red,5,2,,,
Enchanted Polish,16-Feb,,Blue with Blue Shifty Shimmer,Shimmer,Blue 91,Blue,91,2,,,
Enchanted Polish,17-Feb,,Pink Holo with Yellow Flash,Holo,Pink 20,Pink,20,2,,,
Enchanted Polish,Festival,https://www.pinterest.com/pin/15058979981116673/,Micro Multichrome Flakie,Shimmer,Glitter 135,Glitter,135,1,,,
Enchanted Polish,Flashing Lights,https://www.pinterest.com/pin/15058979979502257/,Gold Microglitter,Glitter,Glitter 48,Glitter,48,1,,,
Enchanted Polish,Freeze Machine,https://www.pinterest.com/pin/15058979981116677/,Blue Iridescent and Holo Glitter,Glitter,Glitter 78,Glitter,78,1,,,
Enchanted Polish,Fright Night,,Black with Gold Glitter,Shimmer,Black 16,Black,16,2,,,
Enchanted Polish,Future Reflections,http://www.pinterest.com/pin/15058979977755140/,Blue Holochrome,Holochrome,Blue 86,Blue,86,2,,,
Enchanted Polish,Garland,,Olive Green with Gold Shimmer,Shimmer,Green 16,Green,16,2,,,
Enchanted Polish,Gingerbread Opal Latte,,Brown Holo with Multicolor Glitter,Holo,Brown 28,Brown,28,2,,,
Enchanted Polish,Good Life,,Gold Holo with Pink Shimmer,Holo,Yellow 6,Yellow,6,3,,Y,
Enchanted Polish,Green Goblin,,Green Holo,Holo,Green 43,Green,43,2,,,
Enchanted Polish,Green Peace on Earth,,Yellow Green Holo,Holo,Green 36,Green,36,2,,,
Enchanted Polish,Guava Lava,,Coral Holo,Holo,Pink 111,Pink,111,2,,,
Enchanted Polish,Heliotrope,,Lavender to Blue Holo,Holo,Purple 283,Purple,283,2,,,
Enchanted Polish,Hella Good,,Purple Holo,Holo,Purple 253,Purple,253,2,,,
Enchanted Polish,"Hello, New York",http://www.pinterest.com/pin/15058979978562451/,Yellow to Green Multichrome Glitter,Glitter,Glitter 86,Glitter,86,1,,,
Enchanted Polish,Hey Jude,http://www.pinterest.com/pin/15058979977755138/,Green Multichrome,Multichrome,Green 18,Green,18,2,, ,
Enchanted Polish,Holiday 2013,http://www.pinterest.com/pin/15058979979241704/,Dark Red Holo,Holo,Red 49,Red,49,2,,,
Enchanted Polish,Holiday 2014,http://www.pinterest.com/pin/15058979980070871/,Olive Green with Copper Shift,Holo,Green 64,Green,64,3,,,
Enchanted Polish,Holiday 2015,,Berry Burgundy Holo,Holo,Red 6,Red,6,2,,,
Enchanted Polish,Holiday 2016,,Fuchsia Purple Holo,Holo,Purple 278,Purple,278,2,,,
Enchanted Polish,Hot Chocolate for Unicorns,,Brown Holo,Holo,Brown 11,Brown,11,2,,,
Enchanted Polish,Hot Glam Girl,,Berry Pink Holo,Holo,Pink 66,Pink,66,2,,,
Enchanted Polish,House of the Rising Sun,,Yellow Holo with Micro Glitter,Holo,Yellow 8,Yellow,8,2,,,
Enchanted Polish,I Am the Walrus,http://www.pinterest.com/pin/15058979977755139/,Red Multichrome,Multichrome,Red 38,Red,38,2,,Y,
Enchanted Polish,Ice Castle,http://www.pinterest.com/pin/15058979979241692/,Blue to Purple Shimmer Topper,Shimmer,Glitter 89,Glitter,89,1,Yes,,
Enchanted Polish,Instant Galaxy,https://www.pinterest.com/pin/15058979981116683/,Holo Topcoat with Microglitter,Holo,Glitter 136,Glitter,136,42737,,,
Enchanted Polish,Iridescent Opalescence,,Shifty Blue to Purple to Teal Multichrome Glitter,Glitterchrome,Blue 173,Blue,173,2,,,
Enchanted Polish,14-Jan,http://www.pinterest.com/pin/15058979979241686/,Darkened Tealish Blue Holo,Holo ,Blue 58,Blue,58,2,Yes,,
Enchanted Polish,15-Jan,https://www.pinterest.com/pin/15058979981116705/,Purple Holo,Holo,Purple 133,Purple,133,2,,,
Enchanted Polish,16-Jan,,Pinky Peachy Nude Shimmer,Shimmer,Pink 53,Pink,53,2,,,
Enchanted Polish,17-Jan,,Black Holo,Holo,Black 17,Black,17,2,,,
Enchanted Polish,Jitterbug,,Pink Intense Holo,Holo,Pink 64,Pink,64,3,,,
Enchanted Polish,14-Jul,http://www.pinterest.com/pin/15058979979241703/,Cherry Red Holo,Holo,Red 30,Red,30,2,,,
Enchanted Polish,15-Jul,https://www.pinterest.com/pin/15058979981116708/,Blue Tinted Grey Holo,Holo,Grey 6,Grey,6,2,,,
Enchanted Polish,16-Jul,,Teal with Gold Shimmer,Shimmer,Teal 17,Teal,17,2,,,
Enchanted Polish,17-Jul,,Hot Pink Holo,Holo,Pink 10,Pink,10,2,,,
Enchanted Polish,14-Jun,http://www.pinterest.com/pin/15058979979241680/,Purple Holo,Holo,Purple 90,Purple,90,2,,,
Enchanted Polish,15-Jun,,Pink Holo,Holo,Pink 37,Pink,37,2,,,
Enchanted Polish,16-Jun,,Bright Pink with Gold Shimmer,Shimmer,Pink 65,Pink,65,2,,,
Enchanted Polish,17-Jun,,Nude Holo,Holo,Brown 31,Brown,31,2,,,
Enchanted Polish,Keep Watch,http://www.pinterest.com/pin/15058979978545762/,Perfect Purple Holo,Holo,Purple 202,Purple,202,2,Yes,,
Enchanted Polish,Kids,,Teal to Purple Holo,Multichrome,Teal 20,Teal,20,2,,,Half over Black
Enchanted Polish,La La Land,https://www.pinterest.com/pin/15058979979468737/,Sky Blue with Pink Flash Holo,Holo,Blue 180,Blue,180,2,,,
Enchanted Polish,Life Is Plastic It's Fantastic,,Neon Pink Glitter,Glitter,Glitter 169,Glitter,169,1,,,
Enchanted Polish,Liquid Love,,Pink Holo  ,Holo,Pink 84,Pink,84,2,,,
Enchanted Polish,Lost Boy,,Bright Green Holo,Holo,Green 54,Green,54,2,,,
Enchanted Polish,Love Potion,,Fuchsia Holo,Holo,Pink 77,Pink,77,2,,,
Enchanted Polish,Lucy in the Sky with Diamonds,,Lilac Holo,Holo,Purple 186,Purple,186,3,,,
Enchanted Polish,Magic Apple Cider,,Yellow to Green Multichrome,Holo,Yellow 19,Yellow,19,3,,,
Enchanted Polish,Magic Mirror,,Light Purple Holo with Flakies,Holo,Purple 9,Purple,9,2,,,
Enchanted Polish,Magical Mystery Tour,http://www.pinterest.com/pin/15058979977755137/,Teal Multichrome,Multichrome,Teal 14,Teal,14,3,Yes,,
Enchanted Polish,Majestic,http://www.pinterest.com/pin/15058979977755128/,Light Purple Holo,Holo,Purple 156,Purple,156,2,,,
Enchanted Polish,Malibu,,Blue Creme,Creme,Blue 7,Blue,7,2,,,
Enchanted Polish,Malibu Peach,,Peach Creme,Creme,Orange 6,Orange,6,2,,,
Enchanted Polish,14-Mar,,Bright Green Holo,Holo,Green 42,Green,42,2,,,
Enchanted Polish,15-Mar,,Mint Green Holo,Holo,Green 50,Green,50,2,,,
Enchanted Polish,16-Mar,,Lime Green Shimmer,Shimmer,Green 47,Green,47,2,,,
Enchanted Polish,17-Mar,,Blue Crelly with Black Glitters,Crelly,Blue 187,Blue,187,2,,,
Enchanted Polish,Marge's Blue Beehive,,Blue Holo,Holo,Blue 230,Blue,230,2,,,
Enchanted Polish,14-May,https://www.pinterest.com/pin/15058979979468723/,Orange Holo,Holo,Orange 11,Orange,11,3,,,
Enchanted Polish,15-May,,Blue Holo,Holo,Blue 5,Blue,5,2,,,
Enchanted Polish,16-May,,Purple with Blue Shimmer,Shimmer,Purple 168,Purple,168,2,,,
Enchanted Polish,17-May,,Denim Blue Holo,Holo,Blue 238,Blue,238,2,,,
Enchanted Polish,Mean Mr. Mustard,http://www.pinterest.com/pin/15058979977790505/,Yellow to Green Multichrome,Multichrome,Yellow 5,Yellow,5,2,,Y,
Enchanted Polish,Melted Popsicle,,Pink Jelly,Jelly,Pink 43,Pink,43,3,,,
Enchanted Polish,Mercy,http://www.pinterest.com/pin/15058979977757537/,Purple Holo,Holo,Purple 185,Purple,185,2,,,
Enchanted Polish,Mermaid,,Green to Blue Multichrome Flakie,Multichrome Flakie,Glitter 104,Glitter,104,2,,,
Enchanted Polish,Midnight,,Black Greyish Holo,Holo,Black 14,Black,14,2,,,
Enchanted Polish,Midnight Magic,,Dark Teal Holo,Holo,Teal 42,Teal,42,2,,,
Enchanted Polish,Monsters Ink,,Pinky Purple Holo,Holo,Purple 37,Purple,37,2,,,
Enchanted Polish,Moon Lagoon,,Murky Green with Gold Shimmer,Shimmer,Teal 60,Teal,60,2,,,
Enchanted Polish,Moon Water,,Grey Holo with Pink to Green Flash,Holo,Grey 48,Grey,48,2,,,
Enchanted Polish,Mr. Burgundy,http://www.pinterest.com/pin/15058979979241667/,Burgundy Holo,Holo,Red 43,Red,43,2,,,
Enchanted Polish,Neptune,,Teal Multichrome Holo,Multichrome Holo,Blue 8,Blue,8,2,,,
Enchanted Polish,13-Nov,http://www.pinterest.com/pin/15058979979241674/,Red Holo,Holo,Red 51,Red,51,2,Yes,,
Enchanted Polish,14-Nov,http://www.pinterest.com/pin/15058979980070861/,Dark Purple Holo,Holo,Purple 28,Purple,28,2,,,
Enchanted Polish,15-Nov,,Berry Pink Holo,Holo,Pink 5,Pink,5,1,,,
Enchanted Polish,16-Nov,,Muted Pink Shimmer,Shimmer,Pink 79,Pink,79,2,,,
Enchanted Polish,Nude Mood,,Nude Holo,Holo,Brown 12,Brown,12,2,,,
Enchanted Polish,Ocean Potion,,Light Blue Holo,Holo,Blue 65,Blue,65,2,,,
Enchanted Polish,13-Oct,,Gunmetal Holo,Holo,Black 13,Black,13,2,,,
Enchanted Polish,14-Oct,,Blackened Browny Holo,Holo,Black 6,Black,6,2,,,
Enchanted Polish,15-Oct,,Black Holo,Holo,Black 2,Black,2,2,,,
Enchanted Polish,16-Oct,,Teal Shimmer,Shimmer,Teal 40,Teal,40,2,,,
Enchanted Polish,Octopus's Garden,http://www.pinterest.com/pin/15058979977755135/,Purple Multichrome,Multichrome,Purple 93,Purple,93,3,Yes,,
Enchanted Polish,Ola Rio,http://www.pinterest.com/pin/15058979978562445/,Red to Pink Multichrome Glitter,Glitter,Glitter 84,Glitter,84,1,,,
Enchanted Polish,Once Upon a Cloud,,Grey Holo,Holo,Grey 74,Grey,74,2,,,
Enchanted Polish,Once Upon a Time,,Blue Jelly with Blue and Pink Glitter,Jelly,Glitter 80,Glitter,80,42737,,,
Enchanted Polish,Opal Lagoon,,Teal Crelly with Glitter,Crelly,Teal 41,Teal,41,2,,,
Enchanted Polish,Opal Nectar,,Purple Crelly with Glitter ,Crelly,Purple 258,Purple,258,3,,,
Enchanted Polish,Opalescent Rainbow,,Opal Glitter Red to Green Flash,Glitter,Glitter 93,Glitter,93,1,,,
Enchanted Polish,Opals & Cream,,White Grey Holo with Glitter,Holo,Grey 64,Grey,64,2,,,
Enchanted Polish,Opals & Tutus,,Pink Holo with Multicolor Glitter,Holo,Pink 83,Pink,83,2,,,
Enchanted Polish,Paint it Black,,Black Creme,Creme,Black 10,Black,10,2,,,
Enchanted Polish,Pandore,,Deep Red Holo,Holo,Red 90,Red,90,2,,,
Enchanted Polish,Pegacorn,,Teal/Light Blue Holo,Holo,Teal 13,Teal,13,2,,,
Enchanted Polish,Pegasus,,Gold Multichrome Flakie,Multichrome Flakie,Glitter 114,Glitter,114,2,,,
Enchanted Polish,Petal,,Fuchsia Pink Creme,Creme,Pink 34,Pink,34,2,,,
Enchanted Polish,Pinecone,,Brown Creme,Creme,Brown 3,Brown,3,2,,,
Enchanted Polish,Posie,,Pink Holo  ,Holo,Pink 110,Pink,110,2,,,
Enchanted Polish,Pre-Lit Opal Tree,,Green Holo with Multicolor Glitter,Holo,Green 66,Green,66,2,,,
Enchanted Polish,Presto Magic,http://www.pinterest.com/pin/15058979978545766/,Blue Holo,Holo,Blue 63,Blue,63,2,Yes,,
Enchanted Polish,Prism of Darkness,,Purple Holo with Golden Shimmer,Holo,Purple 277,Purple,277,2,,,
Enchanted Polish,Prismatic Static,,Grey Shimmer with Black and White Glitters,Holo,Grey 57,Grey,57,2,,,
Enchanted Polish,Pumpkin Spice,,Orange Holo,Holo,Orange 10,Orange,10,2,,,
Enchanted Polish,Purple Roses,http://www.pinterest.com/pin/15058979977755134/,Lavender Holo Shimmer,Holo,Purple 136,Purple,136,3,Yes,,
Enchanted Polish,Queen of the Castle,http://www.pinterest.com/pin/15058979979241699/,Pink Shimmer Topper,Shimmer,Glitter 88,Glitter,88,1,,,
Enchanted Polish,Rainbow Ashes,,Holo Microglitter,Glitter,Grey 27,Grey,27,3,,,
Enchanted Polish,Rainbow Dust,,Holo Shimmer,Shimmer,Glitter 62,Glitter,62,1,,,
Enchanted Polish,Rainbow Juice (with pulp),,Holo Microglitter Top coat,Holo,Glitter 27,Glitter,27,1,,,
Enchanted Polish,Rainstorm,,Blackened Blue with Holo Shimmer,Shimmer,Blue 239,Blue,239,2,,,
Enchanted Polish,Rare Magic,,Purple Holo with Gold Flash Multichrome,Multichrome,Purple 109,Purple,109,3,,,
Enchanted Polish,Regal,,Royal Purple Creme,Creme,Purple 100,Purple,100,2,,,
Enchanted Polish,Reign Beau,,Cornflower Blue Holo,Holo,Blue 97,Blue,97,2,,,
Enchanted Polish,Scintealliant,,Teal Holo,Holo,Teal 2,Teal,2,2,,,
Enchanted Polish,Secret Sauce,,Red to Brown Colorshifting Shimmer,Shimmer,Glitter 45,Glitter,45,1,,,
Enchanted Polish,13-Sep,,Light Pink Holo,Holo,Pink 45,Pink,45,2,,,
Enchanted Polish,14-Sep,http://www.pinterest.com/pin/15058979980070875/,Reddish Pink Holo,Holo,Red 17,Red,17,2,,,
Enchanted Polish,15-Sep,,Sky Blue Holo,Holo,Blue 27,Blue,27,1,,,
Enchanted Polish,16-Sep,,Navy Blue with Golden Shimmer,Shimmer,Blue 66,Blue,66,2,,,
Enchanted Polish,Serendipity,,Yellow Holo with pink shimmer,Holo,Yellow 10,Yellow,10,2,,,
Enchanted Polish,Seven Nation Army,http://www.pinterest.com/pin/15058979979241697/,Black and White and Holo Glitter,Glitter,Glitter 97,Glitter,97,1,Yes,,
Enchanted Polish,Shrimp Cocktail,,Coraly Orange with Gold Shimmer,Shimmer,Pink 32,Pink,32,3,,,
Enchanted Polish,Siren,,Teal to Purple Multichrome Flakie,Multichrome Flakie,Glitter 99,Glitter,99,2,,,
Enchanted Polish,Snow Berry Opal,,Pale Blue with Multicolor Glitter,Crelly,Blue 158,Blue,158,2,,,
Enchanted Polish,Somewhere Under the Rainbow,,Purple Holo  ,Holo,Purple 347,Purple,347,2,,,
Enchanted Polish,Sour Patch Kid,,Orange Holo,Holo,Orange 8,Orange,8,2,,,
Enchanted Polish,Space Ghost,,Blue Jelly with Silver Glitter,Jelly,Blue 94,Blue,94,3,,,
Enchanted Polish,Spiderwebs,,Grey Purple Holo,Holo,Grey 56,Grey,56,2,,,
Enchanted Polish,Spring Fling,,Pink Holo,Holo,Pink 61,Pink,61,2,,,
Enchanted Polish,Stay Classy San Diego,,Pink Scattered Holo,Holo,Pink 56,Pink,56,2,,,
Enchanted Polish,Stellar,,Royal Purple Jellly with Holo Glitter,Jelly,Purple 121,Purple,121,2,,,
Enchanted Polish,Sweet Mint,,Mint Creme,Creme,Green 15,Green,15,2,,Y,
Enchanted Polish,Taro Milk Tea,,Dove Purple with Shimmer,Shimmer,Purple 65,Purple,65,2,,,
Enchanted Polish,Telenovela,,Plum Holo,Holo,Purple 106,Purple,106,2,,,
Enchanted Polish,Tenderheart,http://www.pinterest.com/pin/15058979980070884/,Hearts and Holo Glitter,Glitter,Glitter 39,Glitter,39,1,,,
Enchanted Polish,The Youth,,Green Holo Multichrome,Multichrome Holo,Green 26,Green,26,2,,,
Enchanted Polish,Time To Pretend,http://www.pinterest.com/pin/15058979977755131/,Purple Holochrome,Holochrome,Purple 125,Purple,125,2,,,
Enchanted Polish,Time Traveller,,Blue Holo with Green Shifty Shimmer,Holo,Blue 95,Blue,95,2,,,
Enchanted Polish,To Die For,http://www.pinterest.com/pin/15058979977755127/,Purple Holo Glitters,Glitter,Glitter 110,Glitter,110,1,,,
Enchanted Polish,Tulle,,Pale Neutral Pink Holo,Holo,Pink 50,Pink,50,2,,,
Enchanted Polish,Unicorn,,Gold to Pink Multichrome Flakie,Multichrome Flakie,Glitter 115,Glitter,115,2,,,
Enchanted Polish,Unipeg,,Berry Pink Holo,Holo,Pink 60,Pink,60,2,,,
Enchanted Polish,Up in Smoke,https://www.pinterest.com/pin/15058979979502271/,Purplish Grey Holo,Holo,Grey 46,Grey,46,2,,,
Enchanted Polish,Valentine,http://www.pinterest.com/pin/15058979980070886/,Red Creme,Creme,Red 8,Red,8,2,,,Underwhelmed. Not even a one coater
Enchanted Polish,Vampire's Dessert,,Chocolate almost Reddish Holo,Holo,Brown 13,Brown,13,2,,,
Enchanted Polish,Vampires Suck,http://www.pinterest.com/pin/15058979977755126/,Blackened Red Holo,Holo,Red 42,Red,42,2,,,
Enchanted Polish,Vintage,,Pink Holo with Gold Shimmer,Holo,Pink 27,Pink,27,2,,,
Enchanted Polish,Water For Unicorns,http://www.pinterest.com/pin/15058979978690791/,Blue Holo,Holo,Blue 191,Blue,191,2,Yes,,
Enchanted Polish,Wicked,,Green Holo with a Gold Flash,Holo,Green 45,Green,45,2,,,
Enchanted Polish,Winter,,White Holo,Holo,White 1,White,1,3,,,
Enchanted Polish,Yesterday,http://www.pinterest.com/pin/15058979977755130/,Pink Multichrome,Multichrome,Pink 14,Pink,14,3,,,
Essie,Shine of the Times,,Iridescent Flakie Glitter ,Glitter,Glitter 13,Glitter,13,1,Yes,,
Essie,Starry Starry Night,,Blue Jelly with Silver Microglitter,Shimmer,Blue 77,Blue,77,2,,,
Ever After,Baby Its Cold Outside,,Blue Jelly with Holo and Flakies,Flakie,Blue 107,Blue,107,2,,,
Ever After,Bite Me,,Whitish Greyish Pinkish Holo,Holo,Grey 10,Grey,10,2,,,
Ever After,Devil in a Sunday Dress,,Pink Holo,Holo,Pink 16,Pink,16,2,,,
Ever After,I Ain't Saying She a Gold Digger,,Pink with Gold Shimmer,Shimmer,Pink 94,Pink,94,2,,,
Ever After,I Wanna Be a Part of It!,,Grey with Multi Color Flakies,Flakie,Grey 14,Grey,14,2,,,
Ever After,Mermalicious,,Blue Jelly with Multicolor Flakies,Flakie,Blue 33,Blue,33,3,,,
Ever After,No Day But Today,,Blackened Teal Holo with Pink Flash,Holo,Teal 52,Teal,52,2,,,
Fair Maiden,Aim to Misbehave,,Green Neon,Neon,Green 69,Green,69,2,,,
Fair Maiden,Carrie,,Dark Blue Holo,Holo,Blue 205,Blue,205,2,,,
Fair Maiden,Daredevil,,Red-Orange Neon,Neon,Orange 16,Orange,16,2,,,
Fair Maiden,Don't Be Shy,,Fuchsia Neon,Neon,Purple 331,Purple,331,2,,,
Fair Maiden,Good Eye Might,,Teal Creme,Creme,Teal 1,Teal,1,2,,,
Fair Maiden,Let's Get Physical,,Blue Neon,Neon,Blue 149,Blue,149,2,,,
Fair Maiden,Look on the Bright Side,,Yellow Neon,Neon,Yellow 21,Yellow,21,2,,,
Fair Maiden,Merry Grinchmas,,Dark Green Holo,Holo,Green 71,Green,71,2,,,
Fair Maiden,Ooh La Laa,,Orange Neon,Neon,Orange 18,Orange,18,2,,,
Fair Maiden,Reach for the Sky,,Light Purple Neon,Neon,Purple 332,Purple,332,2,,,
Fair Maiden,Roaming Fire,,Pumpkin Orange Holo,Holo,Orange 15,Orange,15,2,,,
Fair Maiden,Samantha,,Deep Red Holo,Holo,Red 91,Red,91,2,,,
